"project_ID","Project Description","Allocations for Gender Equality","Expected Outcomes","Internal DP Activity IDs","Final Project Results","Activity Created By","Activity Created On","Activity updated by","Activity updated on","Date of Signed Agreement","Proposed Completion Date","Proposed Start Date","Implementation Level","Country","District","SubDistrict","Suco","Donor Group","Donor Type","Aid Modality","Appropriation Category (Only for Actual Disbursements)","Type Of Assistance","Executing Agency","Executing Agency Groups","Implementing Agency","Implementing Agency Groups","RDTL Beneficiary Institutions","RDTL Beneficiary Institution Divisions","RDTL Beneficiary Agency Division COA","Strategic Development Plan Pillars","Strategic Development Plan Sub-Pillars","Structures Column"
"87292464777"," ","Neutral","The objective of this Firm Fixed Price Contract is to perform an engineering assessment of 12 incomplete water systems in Oecusse District from the USAID/Timor-Leste DWASH Program. The assessments will confirm what/where are the incomplete works for each "," "," ","USAID User (usaid@amp.org)","09/08/2013","USAID User (usaid@amp.org)","13/11/2013","21/03/2013","02/08/2013","21/03/2013","District Level","Timor-Leste","Oecussi"," - Nitibe
 - Oesilo
 - Pante Makasar"," - Bobmeto
 - Bobocasse
 - Cunha
 - Lalisuk
 - Lela Ufe
 - Nai Meco","United States","Bilateral","Project Support","Appropriation Category Unallocated","Grant","United States Agency for International Development","United States"," "," ","Ministry of Public Works","Ministry of Public Works - National Directorate of Water","300801","INFRASTRUCTURE DEVELOPMENT","WATER AND SANITATION"," - Bebo
 - Costa
 - Usapicolon
 - Water Project"
"87292434908"," "," "," ","FED/2011/276-596 (European Union)"," ","European Commission User (ec@amp.org)","14/08/2013","European Commission User (ec@amp.org)","13/11/2013","","","","National","Timor-Leste"," "," "," ","European Commission","Multilateral","Project Support","Appropriation Category Unallocated","Grant","Camões- Instituto Da Cooperacao E Da Lingua","Portugal"," "," ","Presidency of the Council of Ministers - Secretary of State for Media","Minister of State for the Presidency of the Council of Ministers - Directorate of Administration and Support of  the Council of Ministers","120103","INSTITUTIONAL FRAMEWORK","PUBLIC SECTOR MANAGEMENT AND GOOD GOVERNANCE"," "
"87292434912"," "," "," ","FED/2011/278-104 (European Union)"," ","European Commission User (ec@amp.org)","14/08/2013","European Commission User (ec@amp.org)","13/11/2013","","","","National","Timor-Leste"," "," "," ","European Commission","Multilateral","Project Support","Appropriation Category Unallocated","Grant","Camões- Instituto Da Cooperacao E Da Lingua","Portugal"," "," ","Ministry of Agriculture and Fisheries"," - Ministry  Agriculture & Fisheries - National Directorate for the Support of Agriculture Community Development
 - Ministry  Agriculture & Fisheries - National Directorate of Agriculture and Horticulture"," - 321201
 - 321801","ECONOMIC DEVELOPMENT"," - AGRICULTURE
 - RURAL DEVELOPMENT"," "
"87292431573","Financial audit for the closure process for the FED/2010/235-999 (PE No 1-TCF I)."," "," ","FED/2012/278-318 (European Union)","Financial audit for the FED/2010/235-999 (PE No 1-TCF I FED/2008/021007)","European Commission User (ec@amp.org)","05/03/2012","European Commission User (ec@amp.org)","13/11/2013","","","","National","Timor-Leste"," "," "," ","European Commission","Multilateral","Project Support","Appropriation Category Unallocated","Grant","European Union","European Commission","Moore Stephens LLP","Private","Ministry of Foreign Affairs and Cooperation","Ministry of Foreign Affairs Office - Ministry of Foreign Affairs Office Division","200101","INSTITUTIONAL FRAMEWORK","PUBLIC SECTOR MANAGEMENT AND GOOD GOVERNANCE"," "
"87292861558","The Health and Nutrition Programme continues to strengthen the capacity of health systems at national, district, sub-district and suco levels to increase access to and utilization of services and provide timely responses to emergencies. UNICEF supports th"," ","'20 per cent increase in children and women accessing and utilizing quality health care and nutrition services; and 80 per cent of HIV-infected children and women receive adequate care",""," ","UNICEF User (unicef@amp.org)","02/03/2012","UNICEF User (unicef@amp.org)","14/11/2013","24/03/2009","31/12/2013","01/01/2009","District Level","Timor-Leste"," - Aileu
 - Ainaro
 - Baucau
 - Bobonaro
 - Cova Lima
 - Dili
 - Ermera
 - Liquica
 - Manatuto
 - Manufahi
 - Oecussi
 - Viqueque"," - Atabae
 - Bazartete
 - Hatolia
 - Lete Foho
 - Maubara
 - Maukatar
 - Suai
 - Zumalai"," - Dais
 - Suai Loro
 - Ulmera"," - Australia
 - European Commission
 - Japan
 - Spain
 - Sweden
 - United Nations"," - Bilateral
 - Multilateral","Project Support"," - Appropriation Category Unallocated
 - Goods or Services","Grant","United Nations Children's Fund","United Nations","Ministry of Health","RDTL Line Ministry","Ministry of Health","Ministry of Health - National Directorate Community Health","250108","SOCIAL CAPITAL","HEALTH"," - Biacau
 - Maubara
 - Umaklaran"
"87292861565","The Adolescents and Youth Participation programme focuses on advocating for the creation of mechanisms and structures that allows for greater inclusion of young people in society and development, build the capacities of targeted national and local bodies ","Indirectly Supportive","- Children and youth (girls and boys) have opportunities to express their opinion and views on issues that affect them, and on the implementation of policies and programmes, including participation in decision making and nation building. - 80% of adolesce",""," ","UNICEF User (unicef@amp.org)","05/03/2012","UNICEF User (unicef@amp.org)","14/11/2013","24/03/2009","31/12/1013","01/01/2009","District Level","Timor-Leste"," - Aileu
 - Ainaro
 - Baucau
 - Bobonaro
 - Cova Lima
 - Dili
 - Ermera
 - Lautem
 - Liquica
 - Manatuto
 - Manufahi
 - Oecussi
 - Viqueque"," - Atsabe
 - Lete Foho
 - Railaco"," - Baboe Craic
 - Era Ulu
 - Katrai Craic
 - Lauana"," - Norway
 - Sweden
 - The Netherlands
 - United Nations"," - Bilateral
 - Multilateral","Project Support","Goods or Services","Grant","United Nations Children's Fund","United Nations"," - Ministry of Education
 - Officer of the Vice Prime Minister, Coordinator of Social Affairs - Secretary of State for Youth and Sport","RDTL Line Ministry"," - Ministry of Education
 - Officer of the Vice Prime Minister, Coordinator of Social Affairs - Secretary of State for Youth and Sport"," - Ministry of Education - Direcção nacional do Ensino
 - Secretariat of State for Youth and Sport - Directorate of Development Policy"," - 120106
 - 260420","SOCIAL CAPITAL"," - EDUCATION AND TRAINING
 - SOCIAL INCLUSION","Parami"
"872921011823","The Child Protection programme strategy aims at steadily strengthening and enhancing children's protective environment in Timor-Leste by focusing on the establishment of two key systems for children: child and family welfare system and justice for childre"," ","children and their families benefit from a quality social welfare system, and vulnerable children, including child victims, offenders and witnesses, benefit from enhanced access to justice."," "," ","GS NDAE (gsndae@amp.org)","30/04/2012","UNICEF User (unicef@amp.org)","14/11/2013","24/03/2009","31/12/2013","01/01/2009","Both","Timor-Leste"," - Aileu
 - Ainaro
 - Baucau
 - Bobonaro
 - Cova Lima
 - Dili
 - Ermera
 - Lautem
 - Liquica
 - Manatuto
 - Manufahi
 - Oecussi
 - Viqueque"," "," "," - Norway
 - Spain
 - United Nations"," - Bilateral
 - Multilateral","Project Support","Goods or Services","Grant","United Nations Children's Fund","United Nations"," "," ","Ministry of Justice"," - Ministry of Justice - National Commission for the Rights of Children
 - Ministry of Justice - National Directorate of Registries and the Notary"," - 240109
 - 240114"," - INSTITUTIONAL FRAMEWORK
 - SOCIAL CAPITAL"," - JUSTICE
 - SOCIAL INCLUSION"," "
"87292861567","The Planning, Monitoring and Evaluation programme focuses on collecting, analyzing and disseminating strategic information on the situation of children and women, and promoting the use of information for decision-making, planning, budgeting and monitoring","Indirectly Supportive","Strategic and gender sensitive information on the situation of children and women is collected, analysed and used to deliver better results for children.",""," ","UNICEF User (unicef@amp.org)","05/03/2012","UNICEF User (unicef@amp.org)","14/11/2013","24/03/2009","31/12/2013","01/01/2009","District Level","Timor-Leste"," - Aileu
 - Ainaro
 - Baucau
 - Bobonaro
 - Cova Lima
 - Dili
 - Ermera
 - Lautem
 - Liquica
 - Manatuto
 - Manufahi
 - Oecussi
 - Viqueque","Cristo Rei"," ","United Nations","Multilateral","Project Support","Goods or Services","Grant","United Nations Children's Fund","United Nations","Ministry of Finance","RDTL Line Ministry","Officer of the Vice Prime Minister, Coordinator of Social Affairs - Secretary State for the Promotion of Equality","Ministry of Finance - Directorate General for Corporate Services","220202","INSTITUTIONAL FRAMEWORK"," "," "
"87292861566","The Communications programme mobilizes commitment towards the realization of children's and women's rights and the achievement of international development goals by advocating for child-centred policies, programmes and services, as well as resources neede","Indirectly Supportive","'-Children and youth (girls and boys) have opportunities to express their views on issues that affect them through the media and other communication channels. '-Parents and community leaders have heard and understood child rights and adopt caring practice",""," ","UNICEF User (unicef@amp.org)","05/03/2012","UNICEF User (unicef@amp.org)","14/11/2013","24/03/2009","31/12/2013","01/01/2009","Both","Timor-Leste"," - Aileu
 - Ainaro
 - Baucau
 - Bobonaro
 - Cova Lima
 - Dili
 - Ermera
 - Lautem
 - Liquica
 - Manatuto
 - Manufahi
 - Oecussi
 - Viqueque"," "," "," - The Netherlands
 - United Nations"," - Bilateral
 - Multilateral","Project Support","Goods or Services","Grant","United Nations Children's Fund","United Nations","Public Broadcasting Service of Timor-Leste","RDTL Line Ministry","Presidency of the Council of Ministers - Secretary of State for Media","Secretary of State for Social Communication - Centre for Community Radio","230105","SOCIAL CAPITAL"," - EDUCATION AND TRAINING
 - SOCIAL INCLUSION"," "
"87292861561","The Basic Education programme supports the Ministry of Education in strengthening quality basic education through a three pronged approach: a) capacity enhancement at central, regional, district and school level; b) support pilot interventions for informe"," ","20 per cent increase in the number of children accessing and 25 per cent increase in the number of children completing free compulsory quality basic education.",""," ","UNICEF User (unicef@amp.org)","02/03/2012","UNICEF User (unicef@amp.org)","14/11/2013","24/03/2013","31/12/2013","01/01/20109","District Level"," - Saint Kitts and Nevis
 - Timor-Leste"," - Aileu
 - Ainaro
 - Baucau
 - Bobonaro
 - Cova Lima
 - Dili
 - Ermera
 - Lautem
 - Liquica
 - Manatuto
 - Manufahi
 - Oecussi
 - Viqueque"," - Aileu
 - Ainaro
 - Alas
 - Atauro
 - Atsabe
 - Baguia
 - Barique
 - Baucau
 - Bazartete
 - Bobonaro
 - Cailaco
 - Cristo Rei
 - Dom Aleixo
 - Ermera Kota
 - Fatu Maka
 - Fatuberliu
 - Hatolia
 - Hatu Builico
 - Iliomar
 - Laclo
 - Laclubar
 - Laga
 - L"," - Afaloikai
 - Aiteas
 - Aituto
 - Atelari
 - Atuaben
 - Babulo
 - Balibar
 - Batu Manu
 - Becora
 - Carau Balu
 - Costa
 - Fahiria
 - Fatu Rasa
 - Fatucahi
 - Gariuai
 - Gildapil
 - Goulolo
 - Hera
 - Hoholau
 - Iliheu
 - Lahae
 - Lari Sula
 - Leimea Cr"," - Australia
 - Sweden
 - The Netherlands
 - United Nations"," - Bilateral
 - Multilateral","Project Support"," - Appropriation Category Unallocated
 - Goods or Services","Grant","United Nations Children's Fund","United Nations","Ministry of Education","RDTL Line Ministry","Ministry of Education","Ministry of Education - Direcção Nacional do Ensino Basico","260417","SOCIAL CAPITAL","EDUCATION AND TRAINING"," - Atubuti
 - Aubaca
 - Bairo Pite
 - Balulin
 - Bandeirahun
 - Baqui
 - Baticassa
 - Bausiu
 - Beamoas
 - Beboro
 - Bercoli
 - Bihala
 - Borala
 - Cabira Oan
 - Cai Uai Ho O
 - Caicoli
 - Cailetiana
 - Camalpun
 - Camedar
 - Carlilo
 - Citrana
 - Cota He"
"87292861563","The WASH program is creating child friendly schools, improving school infrastructure and sanitation facilities, providing educational materials, supporting school management and teacher training and improving education policies. The basic education compon","Indirectly Supportive","20 per cent increase in the number of children accessing, and 25 per cent increase in the number of children completing, free compulsory quality basic education.","","In 2012, the Early Childhood Education Policy was approved by the Minister, following two years of consultations. It provides a platform for coordinated support in this subsectors. 1,290 basic education teachers were provided with training in child freind","UNICEF User (unicef@amp.org)","05/03/2012","UNICEF User (unicef@amp.org)","14/11/2013","24/03/2009","31/12/20012","01/01/2009","District Level","Timor-Leste"," - Aileu
 - Ainaro
 - Baucau
 - Bobonaro
 - Cova Lima
 - Dili
 - Ermera
 - Lautem
 - Liquica
 - Manatuto
 - Manufahi
 - Oecussi
 - Viqueque"," - Aileu
 - Atsabe
 - Bazartete
 - Cristo Rei
 - Ermera Kota
 - Laclo
 - Laclubar
 - Lete Foho
 - Liquidoe
 - Nitibe
 - Oesilo
 - Pante Makasar
 - Railaco
 - Remexio
 - Viqueque"," - Bahalara Uain
 - Batara
 - Bene Ufe
 - Bobmeto
 - Costa
 - Fahi Soi
 - Fatu Rasa
 - Funar
 - Hera
 - Hohorai
 - Laclo
 - Lahae
 - Lauana
 - Lela Ufe
 - Oralalan
 - Railaco Craic
 - Samalete
 - Suni Ufe
 - Tibar
 - Tula Takeu
 - Ulmera"," - Australia
 - European Commission
 - Norway
 - The Netherlands
 - United Nations
 - United States"," - Bilateral
 - Multilateral","Project Support"," - Appropriation Category Unallocated
 - Goods or Services","Grant","United Nations Children's Fund","United Nations","United Nations Children's Fund","United Nations","Ministry of Education"," - Ministry of Education - Direcção Nacional do Ensino Basico
 - Ministry of Health - National Directorate Community Health
 - Ministry of Public Works - National Directorate of Water"," - 250108
 - 260417
 - 300801","INFRASTRUCTURE DEVELOPMENT","WATER AND SANITATION"," - Acubilitoho
 - Faturilau
 - Nipani
 - Parami
 - Usi-Tacae
 - Usitaco"
